GeneID,RMSLE,Spearman,NRMSE_range,MASE
ENSDARG00000040257,0.5894320011138916,0.7052143428176499,0.24738012,0.7051837
ENSDARG00000035700,0.2183922529220581,0.9711042311661506,0.10382736,0.30172434
ENSDARG00000045797,0.3007063865661621,0.8776459610468555,0.13516161,0.33524287
ENSDARG00000003865,0.36901628971099854,0.35810113519091846,0.22192979,0.8278075
ENSDARG00000077881,0.1485290378332138,0.9499226872507144,0.08727929,0.21130055
ENSDARG00000031618,0.18050672113895416,0.9272071447295016,0.07586814,0.16472505
ENSDARG00000053215,0.3430721163749695,0.9623129831713758,0.21842854,0.5446609
ENSDARG00000104225,0.3664993941783905,0.6718266253869969,0.17041813,0.38209933
ENSDARG00000041645,0.4543268084526062,0.6009293521520823,0.19510059,0.5366696
ENSDARG00000006604,0.2769985496997833,0.9834881320949431,0.16512993,0.30114686
ENSDARG00000095973,0.08347905427217484,0.7418621489009086,0.12527955,0.33932233
ENSDARG00000102750,0.2332017868757248,0.9504643962848297,0.12172556,0.2841703
ENSDARG00000045298,0.1575850546360016,0.7585139318885449,0.104272865,0.21047452
ENSDARG00000110262,0.5304087996482849,0.7040671340369612,0.31284675,0.8472164
ENSDARG00000095047,0.37130191922187805,0.8926728586171312,0.20854577,0.48661286
ENSDARG00000013775,0.09719002991914749,0.8999446530437117,0.084437065,0.19589299
ENSDARG00000029100,0.31606370210647583,0.5128998968008256,0.19921172,0.6981884
ENSDARG00000035598,0.19909259676933289,0.8637770897832818,0.10272159,0.21011198
ENSDARG00000015206,0.12229862809181213,0.9504643962848297,0.102207266,0.18150224
ENSDARG00000079610,0.44685879349708557,0.760577915376677,0.25684103,0.71787447
ENSDARG00000074761,0.09897394478321075,0.8755664537551797,0.0815513,0.2138806
ENSDARG00000115682,0.2699766755104065,0.6632017300280976,0.22250873,0.5762615
ENSDARG00000002609,0.42264917492866516,0.48194014447884415,0.1832448,0.77358586
ENSDARG00000075459,0.6301121115684509,0.3622291021671827,0.33806294,0.8464736
ENSDARG00000088820,0.12430495023727417,0.9484004127966976,0.07782847,0.265416
ENSDARG00000101947,0.16856274008750916,0.9752321981424149,0.091942444,0.20972848
ENSDARG00000001442,0.22380246222019196,0.9525283797729618,0.13729396,0.29215747
ENSDARG00000098273,0.15998728573322296,0.9669762641898865,0.11408324,0.16825238
ENSDARG00000102288,0.013681886717677116,0.36128876070912497,0.009296196,0.019951874
ENSDARG00000017772,0.390412837266922,0.8369453044375645,0.15036151,0.55416507
ENSDARG00000037961,0.7803851366043091,0.8121775025799793,0.21131487,0.60256493
ENSDARG00000037843,0.4974057376384735,0.8390092879256965,0.19357486,0.48475498
ENSDARG00000060609,0.603895902633667,0.3766769865841073,0.2891379,0.86060375
ENSDARG00000056267,0.46521785855293274,0.33952528379772956,0.19986254,0.8532161
ENSDARG00000110425,0.06342702358961105,0.6086158201737676,0.082882814,0.18576118
ENSDARG00000112952,0.3009110689163208,0.7131062951496387,0.22082865,0.596013
ENSDARG00000100436,0.31937268376350403,0.24780591841322983,0.2186227,0.8099156
ENSDARG00000097285,0.06782405823469162,0.8542741845423323,0.02664612,0.07849286
ENSDARG00000042270,0.5297659039497375,0.6945304437564499,0.25288618,0.83019584
ENSDARG00000090721,0.38729238510131836,0.8885448916408669,0.25442976,0.3856921
ENSDARG00000111746,0.2585180699825287,0.981424148606811,0.13621885,0.33444783
ENSDARG00000103947,0.5161737203598022,0.2776057791537668,0.2167729,0.8322277
ENSDARG00000079980,0.7048900127410889,0.313406835252216,0.21036702,0.8036629
ENSDARG00000003429,0.1515062153339386,0.9133126934984519,0.106523044,0.49920478
ENSDARG00000094469,0.23027803003787994,0.9566563467492261,0.14287114,0.34762803
ENSDARG00000022315,0.20006069540977478,0.9298245614035088,0.11719758,0.35300738
ENSDARG00000052702,0.5823824405670166,0.8988648090815273,0.26488963,0.82909584
ENSDARG00000030980,0.06663871556520462,0.4698063730359077,0.010690892,0.022705581
ENSDARG00000069101,0.1898062378168106,0.7812177502579979,0.09816743,0.2626418
ENSDARG00000045153,0.31332218647003174,0.5553269374947868,0.2260938,0.6730398
ENSDARG00000097193,0.24603970348834991,0.915376676986584,0.12284367,0.27441776
ENSDARG00000013615,0.6645162105560303,0.8679050567595459,0.12523174,0.2881463
ENSDARG00000056924,0.23755063116550446,0.9504643962848297,0.1585331,0.42735916
ENSDARG00000079267,0.11438049376010895,0.6959683965251239,0.13739134,0.32022804
ENSDARG00000100904,0.5751794576644897,0.48194014447884415,0.26737356,0.76565665
ENSDARG00000018559,0.19837889075279236,0.8844169246646028,0.14837186,0.41313463
ENSDARG00000101918,0.1282772570848465,0.9808984270523681,0.097405165,0.1906502
ENSDARG00000109703,0.5283089876174927,0.8187920554237136,0.19337907,0.4521659
ENSDARG00000037066,0.5456334352493286,0.38906088751289986,0.25259814,0.8013139
ENSDARG00000023546,0.7000803351402283,0.45717234262125905,0.21647647,0.58656335
ENSDARG00000115358,0.3040972352027893,0.7358101135190918,0.13147874,0.33917692
ENSDARG00000087585,0.5072477459907532,0.6346749226006192,0.21131778,0.5889477
ENSDARG00000099481,0.2461799681186676,0.6160990712074303,0.15169549,0.6584261
ENSDARG00000112188,0.39477598667144775,0.7585139318885449,0.23082538,0.5752902
ENSDARG00000012591,0.15192431211471558,0.9009287925696594,0.115376815,0.31458366
ENSDARG00000100435,0.22794046998023987,0.7729618163054695,0.14743675,0.63022155
ENSDARG00000055833,0.1926621049642563,0.9430318102042288,0.15363666,0.2693757
ENSDARG00000028431,0.17044571042060852,0.9525283797729618,0.11273614,0.34380892
ENSDARG00000100260,0.1794103980064392,0.8224974200206397,0.18304548,0.39206576
ENSDARG00000061352,0.21366582810878754,0.9416624899702734,0.07780105,0.16872996
ENSDARG00000104800,0.21724247932434082,0.803078560643797,0.175421,0.47939643
ENSDARG00000020964,0.34062328934669495,0.9834881320949431,0.20474233,0.48933
ENSDARG00000107527,0.13686883449554443,0.9006012113294871,0.109922685,0.2918354
ENSDARG00000102471,0.45935237407684326,0.651186790505676,0.23706262,0.6972269
ENSDARG00000017624,0.18977129459381104,0.9623129831713758,0.08232776,0.21279688
ENSDARG00000088298,0.19534488022327423,0.9587203302373581,0.107085675,0.26373124
ENSDARG00000006031,0.1420503556728363,0.9649122807017543,0.08166809,0.19116817
ENSDARG00000022203,0.1671580821275711,0.9318885448916409,0.10154019,0.3237561
ENSDARG00000044048,0.032492995262145996,0.8440464738023207,0.04177617,0.07605924
ENSDARG00000087196,0.11544851213693619,0.8744930907236798,0.058982402,0.1470377
ENSDARG00000060021,0.14052072167396545,0.8782249742002064,0.11490551,0.36579326
